,Embedded Dimension,IsoMap,MDS,UMAP,PCA,t-SNE
87,440.0,0.6667989163622723,0.667212943516157,0.9683828905168496,0.7242118290012243,0.7222663333039495
88,445.0,0.6669839445283968,0.6640647976122053,0.9687455189654413,0.7211787803471891,0.7189465750746336
89,450.0,0.6670090961529695,0.6656116922730586,0.9682461343561756,0.7171729030016547,0.7190572931454283
90,455.0,0.6671258240774354,0.6610129738964682,0.9684172245647726,0.7149208764684853,0.7139109434576748
91,460.0,0.6672721502269219,0.6577488269694469,0.9685415349343579,0.7088313048033441,0.7100757103756233
92,465.0,0.6671894479875565,0.6596853241688311,0.9676130686240492,0.7068021697525865,0.7072202066751238
93,470.0,0.6671875776562874,0.6560388025830852,0.9684510803206104,0.7046684616676975,0.7044745889501408
94,475.0,0.6673428835256499,0.6580852155545674,0.9682812185328318,0.7042336796592938,0.7047686588275315
95,480.0,0.6674865026113089,0.6567838604526208,0.9678341604672022,0.6969060501135637,0.7006075080055485
96,485.0,0.6674434467921386,0.6536774135108597,0.9673182279756612,0.6970744267427227,0.7007389805594849
97,490.0,0.6676642692629676,0.6532989883300137,0.9680905885149704,0.6917986068094546,0.6933797556920145
98,495.0,0.6677603535342572,0.6489918543599924,0.9682095714754944,0.6866706126276145,0.6924373496998003
99,500.0,0.6678716734775164,0.6537263295674091,0.9686066925877894,0.6835531281671284,0.6860456889959361
100,505.0,0.6678470435483668,0.6494253724247564,0.9682241261188629,0.6843833776469057,0.6823174267159748
101,605.0,0.6712254223180744,0.6343019576881618,0.9680024147004476,0.6116300655786754,0.6165210134181893
102,705.0,0.6727412844374892,0.6173295090319229,0.9680675512287892,0.5457232269816241,0.5487052406220408
103,805.0,0.6732269874503672,0.5973473604311957,0.9680601911828428,0.4810496831732014,0.4808885677846903
104,905.0,0.6710523628818487,0.5901949708394603,0.9680229884794096,0.4083344166886179,0.4096843220244341
105,1005.0,0.6673484920309206,0.5806991248275799,0.9676676997352472,0.34817717861617736,0.34024113847542964
106,1105.0,0.663831902829008,0.5704284680790306,0.9678682334290786,0.2796493491998945,0.278360970887992
107,1205.0,0.6579236370273175,0.5646549255718735,0.9682541989060948,0.21844314010401944,0.21124131895883247
108,1305.0,0.6474271283115413,0.5515258277074716,0.9681234288038468,0.15757069750809666,0.16067177797015916
109,1405.0,0.6279813509212829,0.547438580081342,0.968741822900146,0.11753861794943618,0.1240538255699404
