,Embedded Dimension,standard_LLE,ltsa_LLE,modified_LLE,Spectral_Embedding,IsoMap,MDS,UMAP,PCA,t-SNE
31,32.0,0.9756515044187971,0.868884088463367,0.9486539303476323,0.7196078520529194,0.9139130543284475,0.7474626401896297,0.9125682740452787,0.8651586663923313,0.8742523256242309
32,33.0,0.9761495042692473,0.869120423805729,0.9494558934064807,0.7169428094378035,0.9122244154972722,0.7437721418116792,0.9129451042702846,0.8636448518533867,0.8723920363011696
33,34.0,0.9764713788370144,0.9474550698107789,0.9497592954813857,0.7142286157373853,0.9104897762564175,0.7417587529653306,0.9129379467346552,0.862978186623431,0.8707346736665118
34,35.0,0.9769429846825288,0.8753549847997757,0.9507480397376041,0.7111226589886553,0.908205205367265,0.7354390754290938,0.91314800376125,0.8615776440023553,0.8687809708457676
35,36.0,0.9770981250384889,0.872300905078329,0.9514218035098577,0.7091470085906884,0.9063921378687178,0.7321026517897687,0.9131648916989411,0.8599248797164784,0.8668835757612192
36,37.0,0.977141600562635,0.9474245556419,0.9529130525604993,0.7069795826777561,0.9050879005668905,0.7295319551146078,0.9118280287476214,0.8587255228193842,0.8648547254372704
37,38.0,0.9771861721128524,0.9475413422805108,0.9540626836108824,0.7048212323753604,0.9035651944392509,0.7242318173956477,0.9127217243279102,0.8579052778513706,0.8639407784278802
38,39.0,0.9773722806601469,0.8777316551155923,0.9546576163588132,0.7023285267646001,0.9022602218931619,0.7215271161272927,0.9126890932889998,0.8563528256677618,0.8619718562283004
39,40.0,0.9775067841498263,0.8733020924015465,0.9549532227249417,0.7001053259169182,0.9009791304987387,0.7193240566943359,0.9143337678155649,0.8539247637408921,0.860461914573662
40,41.0,0.9776019535209165,0.9477985338765248,0.9558004868393895,0.6984032193944016,0.9001290618663274,0.7152431463783692,0.9124820924314788,0.8536195226332104,0.8593703659629612
41,42.0,0.9777260573034305,0.9476906552956417,0.956858700571671,0.6966781614790163,0.899298380354448,0.7132208129144554,0.9126491085123147,0.8520429626998139,0.8576560472126532
42,43.0,0.9779122880141934,0.9475413422805108,0.9577407501305626,0.6957308430905556,0.8984137135812666,0.7091953886529494,0.9138812297453166,0.8515532796044857,0.8566990890115322
43,44.0,0.9780057589131271,0.9477536753074475,0.9588945259906342,0.6945275789752783,0.8975981432031738,0.7067108557630143,0.9113758746360602,0.8495890376566918,0.8547160216906997
44,45.0,0.9780873427881921,0.9475827561811656,0.960478655944905,0.6926928549546774,0.8970363642002944,0.7022005123089866,0.9130082328173567,0.8481519490646651,0.8526872275448895
45,46.0,0.9782617540691493,0.9477769682919363,0.961750173493108,0.6917155095329841,0.8962830910987111,0.697908904001164,0.9134883631002356,0.8475839694564251,0.8517587234884001
46,47.0,0.9784993963803134,0.9479349082651133,0.9634351373018377,0.6900983914230538,0.8957547479515144,0.6969852255298598,0.9128470103642308,0.8460298956447196,0.8500139234064576
47,48.0,0.9787204309490523,0.9477985338765248,0.9645357231218409,0.6884724281664676,0.8954428240932454,0.6937260790653917,0.9117004190715742,0.8449466984221778,0.8483510491886421
48,49.0,0.9788695632218227,0.8665858084704493,0.9659040572911192,0.6872778179072039,0.8959171635352841,0.6894000164559235,0.9133578879830114,0.8438607384856754,0.8477129861892247
49,50.0,0.9789133067049557,0.9098612104190831,0.9670386602438731,0.6856505899310865,0.8954428955748291,0.6879794427515379,0.9127150742478771,0.8424313325360859,0.8457621883539431
50,51.0,0.9788972447898426,0.9478218268610134,0.9684927253431169,0.6847993665171029,0.8950380993338255,0.6845992961581292,0.9129887784079048,0.8403738405929262,0.8435524324040207
51,52.0,0.9790358559021562,0.9477985338765248,0.9696721766381001,0.6831708861015973,0.8948648923113008,0.6822725459142656,0.9114808169779102,0.8401071300969459,0.8425682978588913
52,53.0,0.9790240221547114,0.8858288111315317,0.9706933331951477,0.6825994961836608,0.89452310437906,0.6797109449368751,0.9126552077305694,0.8385108697687215,0.8409025028078414
53,54.0,0.979107212993386,0.9479133426805247,0.971769052523491,0.6815970005921437,0.8942010356063853,0.6769584678446192,0.9122922670549772,0.8371884042047749,0.8396304971271581
54,55.0,0.9791833651246574,0.948114454892216,0.9733909706015739,0.6807409437650543,0.8937677893300835,0.6737337793263465,0.9132669080695329,0.8357869451863106,0.838567392928973
55,56.0,0.9791905866416086,0.9032233889997779,0.9747939168450702,0.6795792942788571,0.8935540900271162,0.6730701117948432,0.9131597284979153,0.8344755149107705,0.8365801109178302
56,57.0,0.9790757111320049,0.9481377478767047,0.9763729745053858,0.6776800500865948,0.893216654400086,0.6685462601559208,0.9125461270375016,0.8334149243312234,0.8358983124644677
57,58.0,0.9792774062041768,0.948114454892216,0.9772040308179546,0.6759347634892929,0.8929632323012114,0.6674417481697135,0.9116190730897484,0.8318509187623048,0.8340898207469325
58,59.0,0.9792873752531122,0.948114454892216,0.9783279583615382,0.674851820360192,0.8925818458489523,0.6639881620883828,0.9119763275808755,0.8306627683784408,0.8326690800893938
59,60.0,0.9794303339335011,0.9482257781415216,0.9794732696607911,0.6736850370582602,0.8922696263000295,0.6610178844746263,0.9134101941247053,0.8286225825182352,0.8320310824512527
60,61.0,0.979530854084641,0.8965379770190507,0.980580862941616,0.6725509377459105,0.8920048528540976,0.6584768573635977,0.9141135387657789,0.8282656106419584,0.8300109542011962
61,62.0,0.9794874742648212,0.9049575655896668,0.9812490584925704,0.6716520491360448,0.8921438608129401,0.6571473596889328,0.9135338783513633,0.8274217495427271,0.8280454282815066
62,63.0,0.9797030801046256,0.9482257781415216,0.9822339080212675,0.6706020293921224,0.8919911915076211,0.6536525641867399,0.9121454711154473,0.8258087943040034,0.8276020132099331
63,64.0,0.9797486760679608,0.8868704658685195,0.9831660230415733,0.6708627473129549,0.8918258615592324,0.6515524686387851,0.9122143397606783,0.8238382151022116,0.8258524129758428
64,65.0,0.9798269051745769,0.9086300895683838,0.9839075982617175,0.6697639706424949,0.8915685845139252,0.6494243436800947,0.9118831786715087,0.8232466546727352,0.8248853005403439
65,66.0,0.9799334726740491,0.9481790634513095,0.9847727013845674,0.6696783393869787,0.8914726640345719,0.647187677158199,0.9130507620055481,0.82198258108,0.8233012852655003
66,67.0,0.9799817824937149,0.892198706351214,0.9852671280829276,0.6693171886786257,0.8914178350420742,0.6445817011908922,0.9126302110969606,0.8202701243572718,0.821372254103813
67,68.0,0.9800355350408996,0.9020406400308876,0.9857702974300655,0.6694652245612455,0.8912233339408002,0.6434078824575243,0.9113035651235073,0.818458734998514,0.820185161571844
68,69.0,0.9800494470904202,0.9051074308402137,0.9863414734508656,0.6689550721651566,0.8911355667448908,0.6429998265599978,0.9125326572399345,0.8176184543337055,0.8189123837457584
69,70.0,0.9800936050986699,0.9010431130189538,0.986970005467434,0.6684539622870205,0.8909557411693986,0.6384018958980279,0.9123778139723482,0.8170697680013732,0.8172673152218692
70,71.0,0.9802176047963164,0.9477673446460004,0.987429779693879,0.6676259984971422,0.8908641958183494,0.6361622296300092,0.9123614503302044,0.8150840786841238,0.8161236384602618
71,72.0,0.9802265270774065,0.8954689817427902,0.9876922577653224,0.6675947299153592,0.8906954438970844,0.6350366600254109,0.9122014404273974,0.8144170401790755,0.8152051322010906
72,73.0,0.9802411855054548,0.9071363245887047,0.9882077056013211,0.667212785634061,0.8907225416840686,0.6335473473475937,0.912777780445833,0.8125958358983538,0.8142498044797826
73,74.0,0.9802613946913442,0.8921999965578735,0.9886785098224881,0.6670218439503915,0.8905191068510464,0.6302142336327381,0.9139910218942664,0.8118497383667961,0.8120748738141479
74,75.0,0.980369983151561,0.8941744481206735,0.9889742150489478,0.6668100888034881,0.8905216933442048,0.628810870565879,0.9123964823030303,0.8102227291630986,0.8120559256884098
75,76.0,0.9804081215334146,0.8895678845321157,0.9890930278143248,0.6667928537191072,0.8904839457224928,0.6267830409913103,0.9128366432987784,0.8090937687125481,0.8093295874162181
76,77.0,0.9805112584757865,0.9093121161524894,0.9895481346464028,0.6662722022251424,0.890514115799767,0.6234741034687014,0.9113337252383298,0.8072405297240723,0.808370271437561
77,78.0,0.9805200895671088,0.8912658007779272,0.9896375198104824,0.6661468488141055,0.8907066330705838,0.6221847179084576,0.9131510516953891,0.8062657445999731,0.807043726046195
78,79.0,0.9804596415740487,0.9108246595099747,0.9896444238859279,0.6655710749630698,0.8907049354208201,0.6204487581433981,0.9127298305209733,0.8048994727223214,0.8058947160234268
79,80.0,0.9806077204302551,0.9027028170861844,0.9898987196634529,0.6648644094819871,0.8905839586780849,0.618049963861451,0.911152450307487,0.8028687534084302,0.8038915112481042
80,81.0,0.9807324700223697,0.8837420072816613,0.9903765338209899,0.6646918239516343,0.8904619404885067,0.6167732628661314,0.9121437573790377,0.8013917674261993,0.8019047853099301
81,82.0,0.9806946033743652,0.9127893211779489,0.9905826614422518,0.6644804457489177,0.8903942068012828,0.6147419150256773,0.912635040688436,0.8003725960777712,0.8027176836742337
82,83.0,0.9807634753406912,0.9473985365695188,0.9903231135284615,0.6642449152138233,0.890358423918025,0.6144032845314775,0.9135074766773678,0.7998163038654253,0.8005678703859536
83,84.0,0.980752180504136,0.9065143484190094,0.9907057784523298,0.6637643401004489,0.8901630352104013,0.6123266196401919,0.9117755459749867,0.7983446857434983,0.7984896710570789
84,85.0,0.9807822220182248,0.9016873852448448,0.9909485634316602,0.6632963973766939,0.8902987021821503,0.6088962669047472,0.9122249194646439,0.7969315386034224,0.7972884791042453
85,86.0,0.9808767328411334,0.9474295026997616,0.9906498643201033,0.6632254311477279,0.8901716853706787,0.6066509008418447,0.9128125142781446,0.795578992349761,0.7961848851286105
86,87.0,0.9809910309883121,0.9474380392690355,0.9907763816996511,0.6622224101329519,0.8901584473972338,0.6047415314119305,0.9125136804898928,0.7960785450055432,0.7947042607341621
87,88.0,0.9811548123726331,0.9020529304763443,0.9911147870592786,0.6623194649494937,0.8901402363439821,0.6040430825337266,0.9126234196173307,0.7939643463149942,0.7933228497263515
88,89.0,0.9811942874599034,0.9474551626252952,0.9913942865744428,0.6616565116292833,0.8900633952433972,0.6014584529911624,0.9127410578721955,0.7917246602374106,0.7930014109548419
89,90.0,0.9812426817324303,0.947465376632944,0.9909191926681183,0.6609846201300279,0.8903231409831603,0.5992190236004176,0.9125990790988749,0.7901361129696608,0.7906695041944207
90,91.0,0.9812490970765555,0.9474757113534231,0.9913105578235111,0.6613373987352844,0.8904098975301254,0.5996420747413376,0.9130224866003006,0.7889188474058882,0.7900065491578164
91,92.0,0.9813853810280722,0.9474913526743881,0.9915973579600158,0.660990952302042,0.8902672073944048,0.5984646045395805,0.9132695441263776,0.7882564088411023,0.7877518424204576
92,93.0,0.9815567743416778,0.947499939461374,0.9914034532805762,0.6610406380313232,0.890598434320285,0.5977891834449026,0.9133570265813638,0.7862662724860476,0.787125162941771
93,94.0,0.9815823609027527,0.9474982221928516,0.9919107753400032,0.6609710423347465,0.8906349951075705,0.5930581456087493,0.9124830577152068,0.7848899094239096,0.784645071304117
94,95.0,0.981681395380688,0.9475066596393489,0.9916922085688724,0.6602609119526213,0.8906433120914924,0.5941382320664844,0.9120697047368836,0.7832382268485374,0.7848546574733724
95,96.0,0.9817063425055668,0.9475202793754699,0.9887448143291134,0.6618388932525328,0.8906950321980925,0.5901630326332202,0.9110364271095862,0.7824444040079206,0.7828690083017399
96,97.0,0.9816336210701541,0.9475338991115911,0.9883127422815848,0.6618595750365901,0.8905516866399587,0.5893234202119398,0.9118957779964915,0.7819757217728563,0.7816922258959373
97,98.0,0.9817581456603934,0.9475390208774757,0.9942282500415665,0.6624674112981296,0.8906693456239717,0.5880228010956429,0.9121124201049056,0.7798690396067562,0.7806068170877892
98,99.0,0.9817556590212503,0.991183494078416,0.9970418078502706,0.6626242326768154,0.8909564188752503,0.5882405002920748,0.9119531784618101,0.7786921472307715,0.7793419472850155
99,100.0,0.9817721342614089,0.9889720957596267,0.9475475471407224,0.6622128236955331,0.8910554649253221,0.5842186817462418,0.9124690362035645,0.7771667799562175,0.7773614952425965
